"well","plate.id","chemical.id","chemical.name","date","conc","starttime","vd_inadist","vd_smldist","vd_lardist","plate_well","total"
"A01",18101,3530,"Non Germ Free",20190502,1,684,0,0,0,"18101_A01",0
"A01",18101,3530,"Non Germ Free",20190502,1,690,0,0,0,"18101_A01",0
"A01",18101,3530,"Non Germ Free",20190502,1,696,0.61599999666214,0.978999972343445,1.30900001525879,"18101_A01",2.28799998760223
"A01",18101,3530,"Non Germ Free",20190502,1,702,1.85199999809265,4.82299995422363,0,"18101_A01",4.82299995422363
"A01",18101,3530,"Non Germ Free",20190502,1,708,0,0,0,"18101_A01",0
"A01",18101,3530,"Non Germ Free",20190502,1,714,0,0,0,"18101_A01",0
"A01",18101,3530,"Non Germ Free",20190502,1,720,0,0.762000024318695,0,"18101_A01",0.762000024318695
"A01",18101,3530,"Non Germ Free",20190502,1,726,0,0,0,"18101_A01",0
"A01",18101,3530,"Non Germ Free",20190502,1,732,0,0,0,"18101_A01",0
"A01",18101,3530,"Non Germ Free",20190502,1,738,0,0,0,"18101_A01",0
"A01",18101,3530,"Non Germ Free",20190502,1,744,0,0,0,"18101_A01",0
"A01",18101,3530,"Non Germ Free",20190502,1,750,0,0,0,"18101_A01",0
"A01",18101,3530,"Non Germ Free",20190502,1,756,0,0,0,"18101_A01",0
"A01",18101,3530,"Non Germ Free",20190502,1,762,0,0,0,"18101_A01",0
"A01",18101,3530,"Non Germ Free",20190502,1,768,0,0,0,"18101_A01",0
"A01",18101,3530,"Non Germ Free",20190502,1,774,0,0,0,"18101_A01",0
"A01",18101,3530,"Non Germ Free",20190502,1,780,0,0,0,"18101_A01",0
"A01",18101,3530,"Non Germ Free",20190502,1,786,0,1.99500000476837,0,"18101_A01",1.99500000476837
"A01",18101,3530,"Non Germ Free",20190502,1,792,0,0,0,"18101_A01",0
"A01",18101,3530,"Non Germ Free",20190502,1,798,0,0,0,"18101_A01",0
"A01",18101,3530,"Non Germ Free",20190502,1,804,0,0,0,"18101_A01",0
"A01",18101,3530,"Non Germ Free",20190502,1,810,0,0,0,"18101_A01",0
"A01",18101,3530,"Non Germ Free",20190502,1,816,0,0,0,"18101_A01",0
"A01",18101,3530,"Non Germ Free",20190502,1,822,0,0,0,"18101_A01",0
"A01",18101,3530,"Non Germ Free",20190502,1,828,0,0,0,"18101_A01",0
"A01",18101,3530,"Non Germ Free",20190502,1,834,0,0,0,"18101_A01",0
"A01",18101,3530,"Non Germ Free",20190502,1,840,0,0,0,"18101_A01",0
"A01",18101,3530,"Non Germ Free",20190502,1,846,0,0,0,"18101_A01",0
"A01",18101,3530,"Non Germ Free",20190502,1,852,0,0,0,"18101_A01",0
"A01",18101,3530,"Non Germ Free",20190502,1,858,1.72000002861023,2.43499994277954,0,"18101_A01",2.43499994277954
"A01",18101,3530,"Non Germ Free",20190502,1,864,0,0,0,"18101_A01",0
"A01",18101,3530,"Non Germ Free",20190502,1,870,0,0,0,"18101_A01",0
"A01",18101,3530,"Non Germ Free",20190502,1,876,0.995999991893768,1.50499999523163,0,"18101_A01",1.50499999523163
"A01",18101,3530,"Non Germ Free",20190502,1,882,0,0,0,"18101_A01",0
"A01",18101,3530,"Non Germ Free",20190502,1,888,0,0,0,"18101_A01",0
"A01",18101,3530,"Non Germ Free",20190502,1,894,0.735000014305115,2.32599997520447,0,"18101_A01",2.32599997520447
"A01",18101,3530,"Non Germ Free",20190502,1,900,2.48099994659424,3.50600004196167,12.4340000152588,"18101_A01",15.9400000572205
"A01",18101,3530,"Non Germ Free",20190502,1,906,0,0,0,"18101_A01",0
"A01",18101,3530,"Non Germ Free",20190502,1,912,0,0,0,"18101_A01",0
"A01",18101,3530,"Non Germ Free",20190502,1,918,0,0,0,"18101_A01",0
"A01",18101,3530,"Non Germ Free",20190502,1,924,0,0,0,"18101_A01",0
"A01",18101,3530,"Non Germ Free",20190502,1,930,0,0,0,"18101_A01",0
"A01",18101,3530,"Non Germ Free",20190502,1,936,0,0,0,"18101_A01",0
"A01",18101,3530,"Non Germ Free",20190502,1,942,0,0,0,"18101_A01",0
"A01",18101,3530,"Non Germ Free",20190502,1,948,0,0,0,"18101_A01",0
"A01",18101,3530,"Non Germ Free",20190502,1,954,0,0,0,"18101_A01",0
"A01",18101,3530,"Non Germ Free",20190502,1,960,0,0,0,"18101_A01",0
"A01",18101,3530,"Non Germ Free",20190502,1,966,0,0,0,"18101_A01",0
"A01",18101,3530,"Non Germ Free",20190502,1,972,0,0,0,"18101_A01",0
"A01",18101,3530,"Non Germ Free",20190502,1,978,0,0,0,"18101_A01",0
"A01",18101,3530,"Non Germ Free",20190502,1,984,0,0,0,"18101_A01",0
"A01",18101,3530,"Non Germ Free",20190502,1,990,0,0,0,"18101_A01",0
"A01",18101,3530,"Non Germ Free",20190502,1,996,0,0,0,"18101_A01",0
"A01",18101,3530,"Non Germ Free",20190502,1,1002,0,0,0,"18101_A01",0
"A01",18101,3530,"Non Germ Free",20190502,1,1008,0,0,0,"18101_A01",0
"A01",18101,3530,"Non Germ Free",20190502,1,1014,0,0,0,"18101_A01",0
"A01",18101,3530,"Non Germ Free",20190502,1,1020,0,0,0,"18101_A01",0
"A01",18101,3530,"Non Germ Free",20190502,1,1026,0,0,0,"18101_A01",0
"A01",18101,3530,"Non Germ Free",20190502,1,1032,0,0,0,"18101_A01",0
"A01",18101,3530,"Non Germ Free",20190502,1,1038,0,0,0,"18101_A01",0
"A01",18101,3530,"Non Germ Free",20190502,1,1044,0,0,0,"18101_A01",0
"A01",18101,3530,"Non Germ Free",20190502,1,1050,0,0,0,"18101_A01",0
"A01",18101,3530,"Non Germ Free",20190502,1,1056,0,0,0,"18101_A01",0
"A01",18101,3530,"Non Germ Free",20190502,1,1062,0,0,0,"18101_A01",0
"A01",18101,3530,"Non Germ Free",20190502,1,1068,0,0,0,"18101_A01",0
"A01",18101,3530,"Non Germ Free",20190502,1,1074,0,0,0,"18101_A01",0
"A01",18101,3530,"Non Germ Free",20190502,1,1080,0,0,0,"18101_A01",0
"A01",18101,3530,"Non Germ Free",20190502,1,1086,0,0,0,"18101_A01",0
"A01",18101,3530,"Non Germ Free",20190502,1,1092,0,0,0,"18101_A01",0
"A01",18101,3530,"Non Germ Free",20190502,1,1098,0,0,0,"18101_A01",0
"A01",18101,3530,"Non Germ Free",20190502,1,1104,0,0,0,"18101_A01",0
"A01",18101,3530,"Non Germ Free",20190502,1,1110,0,0,0,"18101_A01",0
"A01",18101,3530,"Non Germ Free",20190502,1,1116,0,0,0,"18101_A01",0
"A01",18101,3530,"Non Germ Free",20190502,1,1122,0,0,0,"18101_A01",0
"A01",18101,3530,"Non Germ Free",20190502,1,1128,0,0,0,"18101_A01",0
"A01",18101,3530,"Non Germ Free",20190502,1,1134,0,0,0,"18101_A01",0
"A01",18101,3530,"Non Germ Free",20190502,1,1140,0,0,0,"18101_A01",0
"A01",18101,3530,"Non Germ Free",20190502,1,1146,0,0,0,"18101_A01",0
"A01",18101,3530,"Non Germ Free",20190502,1,1152,0,0,0,"18101_A01",0
"A01",18101,3530,"Non Germ Free",20190502,1,1158,0.48199999332428,3.42499995231628,0,"18101_A01",3.42499995231628
"A01",18101,3530,"Non Germ Free",20190502,1,1164,0,0,0,"18101_A01",0
"A01",18101,3530,"Non Germ Free",20190502,1,1170,0,0,0,"18101_A01",0
"A01",18101,3530,"Non Germ Free",20190502,1,1176,0,0,0,"18101_A01",0
"A01",18101,3530,"Non Germ Free",20190502,1,1182,0.185000002384186,1.07500004768372,0,"18101_A01",1.07500004768372
"A01",18101,3530,"Non Germ Free",20190502,1,1188,0,0,0,"18101_A01",0
"A01",18101,3530,"Non Germ Free",20190502,1,1194,0,0,0,"18101_A01",0
"A01",18101,3530,"Non Germ Free",20190502,1,1200,0,1.34399998188019,0,"18101_A01",1.34399998188019
"A01",18101,3530,"Non Germ Free",20190502,1,1206,0,0,0,"18101_A01",0
"A01",18101,3530,"Non Germ Free",20190502,1,1212,1.09800004959106,1.37300002574921,0,"18101_A01",1.37300002574921
"A01",18101,3530,"Non Germ Free",20190502,1,1218,0,0,0,"18101_A01",0
"A01",18101,3530,"Non Germ Free",20190502,1,1224,0,0,0,"18101_A01",0
"A01",18101,3530,"Non Germ Free",20190502,1,1230,0,2.38100004196167,0,"18101_A01",2.38100004196167
"A01",18101,3530,"Non Germ Free",20190502,1,1236,0,0,0,"18101_A01",0
"A01",18101,3530,"Non Germ Free",20190502,1,1242,0,0,0,"18101_A01",0
"A01",18101,3530,"Non Germ Free",20190502,1,1248,0,0,0,"18101_A01",0
"A01",18101,3530,"Non Germ Free",20190502,1,1254,0,0,0,"18101_A01",0
"A01",18101,3530,"Non Germ Free",20190502,1,1260,1.42999994754791,5.46700000762939,13.4729995727539,"18101_A01",18.9399995803833
"A01",18101,3530,"Non Germ Free",20190502,1,1266,1.95099997520447,4.48600006103516,3.10899996757507,"18101_A01",7.59500002861023
"A01",18101,3530,"Non Germ Free",20190502,1,1272,0,0,0,"18101_A01",0
"A01",18101,3530,"Non Germ Free",20190502,1,1278,0,0,0,"18101_A01",0
"A01",18101,3530,"Non Germ Free",20190502,1,1284,0.30799999833107,1.11500000953674,0,"18101_A01",1.11500000953674
"A01",18101,3530,"Non Germ Free",20190502,1,1290,0,0,0,"18101_A01",0
"A01",18101,3530,"Non Germ Free",20190502,1,1296,0,0,0,"18101_A01",0
"A01",18101,3530,"Non Germ Free",20190502,1,1302,0,0,0,"18101_A01",0
"A01",18101,3530,"Non Germ Free",20190502,1,1308,0,0,0,"18101_A01",0
"A01",18101,3530,"Non Germ Free",20190502,1,1314,0,0,0,"18101_A01",0
"A01",18101,3530,"Non Germ Free",20190502,1,1320,0,0,0,"18101_A01",0
"A01",18101,3530,"Non Germ Free",20190502,1,1326,0,0,0,"18101_A01",0
"A01",18101,3530,"Non Germ Free",20190502,1,1332,0,0,0,"18101_A01",0
"A01",18101,3530,"Non Germ Free",20190502,1,1338,0,0,0,"18101_A01",0
"A01",18101,3530,"Non Germ Free",20190502,1,1344,0,0,0,"18101_A01",0
"A01",18101,3530,"Non Germ Free",20190502,1,1350,0,0,0,"18101_A01",0
"A01",18101,3530,"Non Germ Free",20190502,1,1356,0,0,0,"18101_A01",0
"A01",18101,3530,"Non Germ Free",20190502,1,1362,0,0,0,"18101_A01",0
"A01",18101,3530,"Non Germ Free",20190502,1,1368,0,0,0,"18101_A01",0
"A01",18101,3530,"Non Germ Free",20190502,1,1374,0,0,0,"18101_A01",0
"A01",18101,3530,"Non Germ Free",20190502,1,1380,0,0,0,"18101_A01",0
"A01",18101,3530,"Non Germ Free",20190502,1,1386,0,0,0,"18101_A01",0
"A01",18101,3530,"Non Germ Free",20190502,1,1392,0,0,0,"18101_A01",0
"A01",18101,3530,"Non Germ Free",20190502,1,1398,0,1.52799999713898,0,"18101_A01",1.52799999713898
"A01",18101,3530,"Non Germ Free",20190502,1,1404,0,0,0,"18101_A01",0
"A01",18101,3530,"Non Germ Free",20190502,1,1410,0,0,0,"18101_A01",0
"A01",18101,3530,"Non Germ Free",20190502,1,1416,0,0,0,"18101_A01",0
"A01",18101,3530,"Non Germ Free",20190502,1,1422,0,0,0,"18101_A01",0
"A01",18101,3530,"Non Germ Free",20190502,1,1428,0,1.75100004673004,0,"18101_A01",1.75100004673004
"A01",18101,3530,"Non Germ Free",20190502,1,1434,1.03900003433228,2.21600008010864,0,"18101_A01",2.21600008010864
"A01",18101,3530,"Non Germ Free",20190502,1,1440,0,0,0,"18101_A01",0
"A01",18101,3530,"Non Germ Free",20190502,1,1446,0,0,0,"18101_A01",0
"A01",18101,3530,"Non Germ Free",20190502,1,1452,0,0,0,"18101_A01",0
"A01",18101,3530,"Non Germ Free",20190502,1,1458,0,0,0,"18101_A01",0
"A01",18101,3530,"Non Germ Free",20190502,1,1464,0,0,0,"18101_A01",0
"A02",18101,3530,"Non Germ Free",20190502,1,0,2.00600004196167,4.73999977111816,12.6929998397827,"18101_A02",17.4329996109009
"A02",18101,3530,"Non Germ Free",20190502,1,6,0,0,0,"18101_A02",0
"A02",18101,3530,"Non Germ Free",20190502,1,12,0,0,0,"18101_A02",0
"A02",18101,3530,"Non Germ Free",20190502,1,18,0,0,0,"18101_A02",0
"A02",18101,3530,"Non Germ Free",20190502,1,24,0,0,0,"18101_A02",0
"A02",18101,3530,"Non Germ Free",20190502,1,30,0,0,0,"18101_A02",0
"A02",18101,3530,"Non Germ Free",20190502,1,36,0,0,0,"18101_A02",0
"A02",18101,3530,"Non Germ Free",20190502,1,42,0,0,0,"18101_A02",0
"A02",18101,3530,"Non Germ Free",20190502,1,48,0,0,0,"18101_A02",0
"A02",18101,3530,"Non Germ Free",20190502,1,54,0,0,0,"18101_A02",0
"A02",18101,3530,"Non Germ Free",20190502,1,60,0,0,0,"18101_A02",0
"A02",18101,3530,"Non Germ Free",20190502,1,66,0,0,0,"18101_A02",0
"A02",18101,3530,"Non Germ Free",20190502,1,72,0,0,0,"18101_A02",0
"A02",18101,3530,"Non Germ Free",20190502,1,78,0,0,0,"18101_A02",0
"A02",18101,3530,"Non Germ Free",20190502,1,84,0,0,0,"18101_A02",0
"A02",18101,3530,"Non Germ Free",20190502,1,90,0,0,0,"18101_A02",0
"A02",18101,3530,"Non Germ Free",20190502,1,96,0,0,0,"18101_A02",0
"A02",18101,3530,"Non Germ Free",20190502,1,102,0,0,0,"18101_A02",0
"A02",18101,3530,"Non Germ Free",20190502,1,108,0,0,0,"18101_A02",0
"A02",18101,3530,"Non Germ Free",20190502,1,114,0,0,0,"18101_A02",0
"A02",18101,3530,"Non Germ Free",20190502,1,120,0,0,0,"18101_A02",0
"A02",18101,3530,"Non Germ Free",20190502,1,126,0,0,0,"18101_A02",0
"A02",18101,3530,"Non Germ Free",20190502,1,132,0,0,0,"18101_A02",0
"A02",18101,3530,"Non Germ Free",20190502,1,138,0,0,0,"18101_A02",0
"A02",18101,3530,"Non Germ Free",20190502,1,144,0,0,0,"18101_A02",0
"A02",18101,3530,"Non Germ Free",20190502,1,150,0,0,0,"18101_A02",0
"A02",18101,3530,"Non Germ Free",20190502,1,156,0,0,0,"18101_A02",0
"A02",18101,3530,"Non Germ Free",20190502,1,162,0,0,0,"18101_A02",0
"A02",18101,3530,"Non Germ Free",20190502,1,168,0,0,0,"18101_A02",0
"A02",18101,3530,"Non Germ Free",20190502,1,174,0,0,0,"18101_A02",0
"A02",18101,3530,"Non Germ Free",20190502,1,180,0,0,0,"18101_A02",0
"A02",18101,3530,"Non Germ Free",20190502,1,186,1.67999994754791,3.35500001907349,3.31800007820129,"18101_A02",6.67300009727478
"A02",18101,3530,"Non Germ Free",20190502,1,192,0,0,0,"18101_A02",0
"A02",18101,3530,"Non Germ Free",20190502,1,198,2.5699999332428,8.42700004577637,5.69000005722046,"18101_A02",14.1170001029968
"A02",18101,3530,"Non Germ Free",20190502,1,204,2.96499991416931,1.19799995422363,0,"18101_A02",1.19799995422363
"A02",18101,3530,"Non Germ Free",20190502,1,210,0.753000020980835,2.17499995231628,7.01800012588501,"18101_A02",9.19300007820129
"A02",18101,3530,"Non Germ Free",20190502,1,216,2.80900001525879,6.7020001411438,7.08900022506714,"18101_A02",13.7910003662109
"A02",18101,3530,"Non Germ Free",20190502,1,222,1.71800005435944,5.03599977493286,3.3289999961853,"18101_A02",8.36499977111816
"A02",18101,3530,"Non Germ Free",20190502,1,228,2.82800006866455,7.84000015258789,6.52199983596802,"18101_A02",14.3619999885559
